,id_product,product,brand,series,price,id_shop,location,storage,cpu,date,sold
7369,2109,Asus Vivobook A416ja Bv351ts,Asus,vivobook,8339000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,1
7370,2151,Asus Vivobook K413fa I3,Asus,vivobook,9550000.0,ahmadojik,Kab. Bogor,512 GB,Intel,2021-01-19,1
7371,2152,Asus Vivobook Flip Tp410ua,Asus,vivobook,9315000.0,morikoshop,Jakarta Utara,1 TB,Intel,2021-01-19,3
7372,2064,Asus Vivobook Tp412fa 2in1,Asus,vivobook,11599000.0,aneka-pilihan,Kab. Tangerang,512 GB,Intel,2021-01-19,3
7373,2153,Asus Vivobook S430fn I5-8265,Asus,vivobook,10150000.0,vegas-autolamp,Jakarta Utara,1 TB,Intel,2021-01-19,3
7374,2154,Asus Vivobook K413fq I7-10510u,Asus,vivobook,13899000.0,fastkomputer-1,Tangerang,512 GB,Intel,2021-01-19,19
7375,2155,Asus Vivobook A416ja Bv352ts,Asus,vivobook,8160000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-19,2
7376,2054,Asus Vivobook A409jp Core,Asus,vivobook,10750000.0,virtustekno,Jakarta Pusat,1 TB,Intel,2021-01-19,1
7377,2156,Asus Vivobook E402ba Amd,Asus,vivobook,3699000.0,nathmart,Jakarta Utara,,AMD,2021-01-19,12
7378,2157,Asus Vivobook Tp412fa 2in1,Asus,vivobook,11599000.0,rexngo,Jakarta Utara,512 GB,Intel,2021-01-19,1
7379,2158,Asus Vivobook X441ba Amd,Asus,vivobook,4100000.0,tantojr,Jakarta Pusat,,AMD,2021-01-19,1
7380,2134,Asus Vivobook A412fa Pentium,Asus,vivobook,6689000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,14
7381,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-19,4
7382,2135,Asus Vivobook A416ja I3,Asus,vivobook,7750000.0,vjnotebook,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7383,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,14178000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7384,2109,Asus Vivobook A416ja Bv351ts,Asus,vivobook,8339000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,1
7385,2050,Asus Vivobook X441ba Ga441t,Asus,vivobook,5151000.0,bssutamimlg,Malang,1 TB,AMD,2021-01-19,6
7386,2056,Asus Vivobook Flip Tm420ia,Asus,vivobook,9799000.0,spacetech,Jakarta Barat,256 GB,AMD,2021-01-19,6
7387,2008,Asus Vivobook Tp412fa 2in1,Asus,vivobook,11599000.0,prostorecomputer,Jakarta Utara,512 GB,Intel,2021-01-19,9
7388,2125,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-19,3
7389,2002,Asus Vivobook 14 K413fa-ek301t,Asus,vivobook,8850000.0,sinarmulia336,Padang,,,2021-01-19,2
7390,2007,Asus Vivobook Flip Tp401ma-bz201t,Asus,vivobook,6999000.0,prostorecomputer,Jakarta Utara,256 GB,,2021-01-19,3
7391,2003,Asus Vivobook K413fa -ek303t,Asus,vivobook,9200000.0,queenprocessor,Jakarta Pusat,512 GB,Intel,2021-01-19,1
7392,1998,Asus Vivobook K413fq I5,Asus,vivobook,12439000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,1
7393,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15399000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-19,3
7394,2062,Asus Vivobook Flip Tm420ia,Asus,vivobook,9799000.0,wei-1,Jakarta Barat,256 GB,AMD,2021-01-19,1
7395,2134,Asus Vivobook A412fa Pentium,Asus,vivobook,6689000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,14
7396,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-19,4
7397,2135,Asus Vivobook A416ja I3,Asus,vivobook,7750000.0,vjnotebook,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7398,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,14178000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7399,2109,Asus Vivobook A416ja Bv351ts,Asus,vivobook,8339000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,1
7400,2129,Asus Vivobook 14 K413fq,Asus,vivobook,12499000.0,majumandiricom-1,Medan,512 GB,Intel,2021-01-19,2
7401,2159,Asus Vivobook S430un I7-8550,Asus,vivobook,14399000.0,vegas-autolamp,Jakarta Utara,1 TB,Intel,2021-01-19,2
7402,2127,Asus Vivobook Flip Tp401ma,Asus,vivobook,6999000.0,agresid,Jakarta Utara,256 GB,Intel,2021-01-19,2
7403,2160,Asus Vivobook A416ja Ek501ts,Asus,vivobook,8799000.0,vjnotebook,Jakarta Pusat,1 TB,Intel,2021-01-19,3
7404,2130,Asus Vivobook Max X441na,Asus,vivobook,3950000.0,srcom88,Jakarta Barat,,,2021-01-19,2
7405,2161,Asus Vivobook Tp412fa 2in1,Asus,vivobook,7799000.0,royalltech,Jakarta Utara,,Intel,2021-01-19,2
7406,2131,Asus Vivobook F412da Ryzen,Asus,vivobook,10399000.0,hardwarecomputer,Tangerang Selatan,512 GB,AMD,2021-01-19,3
7407,2132,Asus Vivobook A412fa I3-8145u,Asus,vivobook,7999000.0,nathmart,Jakarta Utara,512 GB,Intel,2021-01-19,1
7408,2162,Asus Vivobook Flip Tp412ua,Asus,vivobook,8899000.0,royallcom,Jakarta Pusat,,Intel,2021-01-19,5
7409,2163,Asus Vivobook F412da Ryzen,Asus,vivobook,10402000.0,aneka-pilihan,Kab. Tangerang,512 GB,AMD,2021-01-19,1
7410,2134,Asus Vivobook A412fa Pentium,Asus,vivobook,6689000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,14
7411,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-19,4
7412,2135,Asus Vivobook A416ja I3,Asus,vivobook,7750000.0,vjnotebook,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7413,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,14178000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-19,4
7414,2109,Asus Vivobook A416ja Bv351ts,Asus,vivobook,8339000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-19,1
7415,2104,Asus Vivobook K413fa -i3-10110u,Asus,vivobook,9594000.0,d-m-i,Jakarta Pusat,512 GB,Intel,2021-01-19,1
7416,2034,Asus Vivobook K413fa Intel,Asus,vivobook,9449000.0,berjayacomid,Jakarta Pusat,512 GB,Intel,2021-01-19,1
7417,2103,Asus Vivobook A409fa- Bv351t,Asus,vivobook,6850000.0,archive-afuicomputer,Jakarta Pusat,,,2021-01-19,1
7418,2027,Asus Vivobook Tp412fa 2in1,Asus,vivobook,7799000.0,narutoambas,Jakarta Selatan,,Intel,2021-01-19,1
7419,2107,Asus Vivobook M413da Ryzen,Asus,vivobook,9100000.0,galeriacomputer,Bandung,512 GB,AMD,2021-01-19,6
7420,2105,Vivobook Flip Asus Tp412fa,Asus,vivobook,11699000.0,seits,Jakarta Utara,512 GB,Intel,2021-01-19,1
7421,2106,Asus Vivobook Core I3-8145u,Asus,vivobook,8650000.0,rackcomp,Jakarta Pusat,512 GB,Intel,2021-01-19,1
7422,2133,Asus Vivobook Flip Tp412fa-8145u-4gb-128gb-win10home,Asus,vivobook,7980000.0,knkdts,Depok,,,2021-01-19,1
7423,2164,Asus Vivobook A412da R3-3200,Asus,vivobook,8990000.0,oshastore-1,Kab. Purworejo,1 TB,,2021-01-19,1
7424,2165,Asus Vivobook A409ja Bv321ts,Asus,vivobook,7525000.0,bakesfield-com,Jakarta Pusat,1 TB,Intel,2021-01-19,8
7425,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7426,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7427,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7428,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7429,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7430,1956,Asus Vivobook 14 K413fq,Asus,vivobook,12583000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-20,125
7431,2073,Asus Vivobook A409ja Ek351fhd,Asus,vivobook,7699000.0,royalltech,Jakarta Utara,512 GB,Intel,2021-01-20,32
7432,1965,Asus Vivobook A412fa -,Asus,vivobook,7199000.0,hosanacomp,Jakarta Pusat,256 GB,Intel,2021-01-20,54
7433,2071,Asus Vivobook A409ja -,Asus,vivobook,7956000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-20,23
7434,1954,Asus Vivobook K413fq I5-10210u,Asus,vivobook,12583000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-20,48
7435,1961,Asus Vivobook 14 K413fq,Asus,vivobook,13820000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-20,94
7436,1960,Asus Vivobook A409ja -,Asus,vivobook,8899000.0,zxcomputer,Jakarta Pusat,512 GB,Intel,2021-01-20,27
7437,1962,Asus Vivobook A412fa -,Asus,vivobook,6099000.0,fastkomputer-1,Tangerang,1 TB,Intel,2021-01-20,134
7438,2168,Asus Vivobook Flip Tp401ma,Asus,vivobook,7399000.0,collinsofficial,Jakarta Pusat,256 GB,,2021-01-20,73
7439,535,Asus Vivobook K413fq I7-10510u,Asus,vivobook,14320000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-20,19
7440,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7441,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7442,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7443,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7444,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7445,2169,Asus Vivobook A416ja I3-1005g1,Asus,vivobook,8999000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-20,20
7446,2170,Asus Vivobook A409ja -,Asus,vivobook,8499000.0,hosanacomp,Jakarta Pusat,1 TB,Intel,2021-01-20,7
7447,2171,Asus Vivobook A412fa -,Asus,vivobook,7699000.0,hosanacomp,Jakarta Pusat,256 GB,Intel,2021-01-20,7
7448,2112,Asus Vivobook 14 M409da-ek301t,Asus,vivobook,7299000.0,allkomputejkt,Jakarta Pusat,1 TB,AMD,2021-01-20,21
7449,2172,Asus Vivobook K413fq I7-10510u,Asus,vivobook,14999000.0,hosanacomp,Jakarta Pusat,512 GB,Intel,2021-01-20,16
7450,2138,Asus Vivobook Flip Tm420ia,Asus,vivobook,15999000.0,collinsofficial,Jakarta Pusat,512 GB,AMD,2021-01-20,5
7451,2173,Asus Vivobook Flip Tm420ia-ryzen,Asus,vivobook,11999000.0,bestqualitycom,Jakarta Pusat,512 GB,AMD,2021-01-20,4
7452,2139,Asus Vivobook S13 S333jq,Asus,vivobook,16499000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7453,1974,Asus Tp401ma Bz221ts Vivobook,Asus,vivobook,6969000.0,bssutamimlg,Malang,256 GB,,2021-01-20,2
7454,2174,Asus Vivobook M413ia Ek502t,Asus,vivobook,10699000.0,sckstore-1,Surabaya,512 GB,AMD,2021-01-20,7
7455,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7456,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7457,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7458,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7459,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7460,1966,Asus Vivobook A412fa Intel,Asus,vivobook,6650000.0,shinecom119,Jakarta Utara,1 TB,Intel,2021-01-20,22
7461,1975,Asus Vivobook A412fa Ek54051t,Asus,vivobook,7140000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,17
7462,1995,Asus Vivobook M409ba-bv412t Amd,Asus,vivobook,5750000.0,mitrasentosanb,Jakarta Pusat,1 TB,AMD,2021-01-20,9
7463,2041,Asus Vivobook Flip Tp401ma,Asus,vivobook,7795000.0,setiajayacom,Jakarta Pusat,256 GB,,2021-01-20,11
7464,1968,Asus Vivobook K413fq I7-10510u,Asus,vivobook,13990000.0,vickomputer,Jakarta Barat,512 GB,Intel,2021-01-20,12
7465,1970,Asus Vivobook M413ia -,Asus,vivobook,12499000.0,collinsofficial,Jakarta Pusat,512 GB,AMD,2021-01-20,32
7466,2058,Asus Vivobook A412fa Intel,Asus,vivobook,6950000.0,shinecom119,Jakarta Utara,512 GB,Intel,2021-01-20,10
7467,2043,Asus Vivobook Flip Tm420ia,Asus,vivobook,15999000.0,protechcom,Jakarta Pusat,512 GB,AMD,2021-01-20,22
7468,2175,Asus Vivobook Second Ada,Asus,vivobook,5000000.0,kioskita123,Jakarta Barat,,,2021-01-20,39
7469,2045,Asus Vivobook S14 M433ia,Asus,vivobook,13100000.0,mitrasentosanb,Jakarta Pusat,512 GB,AMD,2021-01-20,4
7470,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7471,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7472,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7473,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7474,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7475,1972,Asus Vivobook A412da Ek551t,Asus,vivobook,9875000.0,clicknetcom,Jakarta Pusat,512 GB,AMD,2021-01-20,25
7476,1977,Asus Vivobook Flip Tm420ia,Asus,vivobook,9449000.0,greetmart,Jakarta Utara,256 GB,AMD,2021-01-20,2
7477,1990,Asus Vivobook Tm420ia Ryzen,Asus,vivobook,14799000.0,rarac3l,Surabaya,,AMD,2021-01-20,6
7478,2052,Asus Vivobook A409fa-bv351t-bv352t I3-8145u-4gb-ssd,Asus,vivobook,7499000.0,vistar518,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7479,2074,Free Office!asus Vivobook Flip,Asus,vivobook,9792000.0,macroonestopoff,Jakarta Barat,256 GB,,2021-01-20,7
7480,2124,Asus Vivobook E203ma Notebook,Asus,vivobook,4255000.0,coratcoretudio,Surabaya,,,2021-01-20,4
7481,2145,Asus Vivobook Flip Tm420ia-ec751ts,Asus,vivobook,15699000.0,orbitkomputer1,Semarang,512 GB,AMD,2021-01-20,3
7482,2148,Asus Vivobook A412fa 5405u,Asus,vivobook,6899000.0,shmitraponsel,Tangerang,1 TB,,2021-01-20,1
7483,2144,Asus Vivobook A412fa Pentium,Asus,vivobook,6819000.0,gamer--store,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7484,2146,Asus Vivobook Eb67t Eb68t,Asus,vivobook,11225000.0,morikoshop,Jakarta Utara,,Intel,2021-01-20,2
7485,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7486,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7487,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7488,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7489,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7490,2064,Asus Vivobook Tp412fa 2in1,Asus,vivobook,11599000.0,aneka-pilihan,Kab. Tangerang,512 GB,Intel,2021-01-20,3
7491,2051,Asus Vivobook Flip Tm420ia,Asus,vivobook,14800000.0,vistar518,Jakarta Pusat,512 GB,AMD,2021-01-20,2
7492,1996,Asus Vivobook S13 S333jq,Asus,vivobook,13399000.0,vistar518,Jakarta Pusat,512 GB,Intel,2021-01-20,6
7493,2123,Asus Vivobook K413fq Eb703tips,Asus,vivobook,13547000.0,bssutamimlg,Malang,512 GB,Intel,2021-01-20,2
7494,2015,Asus Vivobook K413fa Ek303t,Asus,vivobook,9990000.0,fxcomputer,Denpasar,512 GB,Intel,2021-01-20,1
7495,2063,Asus Vivobook A412fa Intel,Asus,vivobook,7249000.0,morikoshop,Jakarta Utara,512 GB,Intel,2021-01-20,2
7496,2122,Asus Vivobook A412fa -,Asus,vivobook,7899000.0,toptech,Jakarta Utara,512 GB,Intel,2021-01-20,105
7497,2156,Asus Vivobook E402ba Amd,Asus,vivobook,3699000.0,nathmart,Jakarta Utara,,AMD,2021-01-20,12
7498,2154,Asus Vivobook K413fq I7-10510u,Asus,vivobook,13899000.0,fastkomputer-1,Tangerang,512 GB,Intel,2021-01-20,19
7499,2054,Asus Vivobook A409jp Core,Asus,vivobook,10750000.0,virtustekno,Jakarta Pusat,1 TB,Intel,2021-01-20,1
7500,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7501,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7502,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7503,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7504,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7505,2176,Asus Vivobook Flip Tm420ia,Asus,vivobook,11989000.0,trustitstore,Jakarta Selatan,512 GB,AMD,2021-01-20,1
7506,2082,Asus Vivobook M413da Amd,Asus,vivobook,9499000.0,smartmediacom,Makassar,512 GB,AMD,2021-01-20,1
7507,2177,Asus Notebook Vivobook Max,Asus,vivobook,4300000.0,mytechstore,Jakarta Utara,,,2021-01-20,2
7508,2178,Asus Vivobook A412fa-ek302t Garansi,Asus,vivobook,8350000.0,edelweisscell,Jakarta Selatan,,,2021-01-20,4
7509,2179,Asus Vivobook Flip Tm420ia,Asus,vivobook,9499000.0,malesport,Jakarta Pusat,256 GB,AMD,2021-01-20,1
7510,2088,Asus Vivobook A412fa-ek54053t Intel,Asus,vivobook,7075000.0,virtustekno,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7511,2087,Asus Vivobook S433eq Eb752ts,Asus,vivobook,15199000.0,agresid,Jakarta Utara,512 GB,Intel,2021-01-20,1
7512,2011,Asus Vivobook X441ma N4020,Asus,vivobook,5300000.0,uctechnolgy,Jakarta Pusat,1 TB,,2021-01-20,8
7513,2180,Asus Vivobook A412da Ryzen,Asus,vivobook,11799000.0,majumandiricom-1,Medan,512 GB,AMD,2021-01-20,3
7514,2181,Asus Vivobook Ultra A412da,Asus,vivobook,11260000.0,vickomputer,Jakarta Barat,512 GB,AMD,2021-01-20,1
7515,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7516,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7517,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7518,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7519,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7520,2025,Gaming Desain Asus Vivobook,Asus,vivobook,5900000.0,thinpadpdg,Jakarta Timur,,Intel,2021-01-20,1
7521,2130,Asus Vivobook Max X441na,Asus,vivobook,3950000.0,srcom88,Jakarta Barat,,,2021-01-20,2
7522,2127,Asus Vivobook Flip Tp401ma,Asus,vivobook,6999000.0,agresid,Jakarta Utara,256 GB,Intel,2021-01-20,2
7523,2101,Asus Vivobook Ultra K413fa,Asus,vivobook,9298000.0,fmodern,Malang,512 GB,Intel,2021-01-20,1
7524,2021,Asus Vivobook K413fa-ek301t I3,Asus,vivobook,9000000.0,iconnotebook,Yogyakarta,512 GB,Intel,2021-01-20,2
7525,2182,Asus Vivobook A412fa I3-8145,Asus,vivobook,9400000.0,shinecom119,Jakarta Utara,512 GB,Intel,2021-01-20,10
7526,2183,Asus Vivobook A409fj I5,Asus,vivobook,8750000.0,hayrul17,Tangerang Selatan,512 GB,Intel,2021-01-20,2
7527,2128,Asus Vivobook A442u Core,Asus,vivobook,7150000.0,malikfebri,Bandung,,Intel,2021-01-20,1
7528,2022,Asus Vivobook 14 K413fa,Asus,vivobook,9439000.0,trustitstore,Jakarta Selatan,512 GB,Intel,2021-01-20,3
7529,2024,Asus Vivobook Flip Tm420ia,Asus,vivobook,15399000.0,kbm24store,Jakarta Pusat,512 GB,AMD,2021-01-20,1
7530,2108,Asus A407ma - N4000,Asus,vivobook,5100000.0,nicelectro,Jakarta Barat,1 TB,,2021-01-20,4
7531,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-20,4
7532,2126,Asus Vivobook S433eq I7-1165g7,Asus,vivobook,15699000.0,sinarmulia,Jakarta Barat,512 GB,Intel,2021-01-20,4
7533,2166,Asus Vivobook Flip Tp401ma,Asus,vivobook,6950000.0,vjnotebook,Jakarta Pusat,256 GB,,2021-01-20,6
7534,2167,Asus Vivobook A409ja-ek351fhd I3-1005g1,Asus,vivobook,7499000.0,uptoshop,Bandung,512 GB,Intel,2021-01-20,3
7535,2184,Asus Vivobook A412fa I3-8145,Asus,vivobook,8990000.0,clea-rest,Kab. Purworejo,512 GB,Intel,2021-01-20,1
7536,2102,Asus Vivobook A412fa-ek54011t -,Asus,vivobook,6299000.0,elscomputer,Yogyakarta,1 TB,Intel,2021-01-20,2
7537,2026,Asus Vivobook Flip Tm420ia,Asus,vivobook,9999000.0,gamer--store,Jakarta Pusat,256 GB,AMD,2021-01-20,2
7538,2185,Asus Vivobook Ultra K413fq,Asus,vivobook,12799000.0,3-waycomputer,Semarang,512 GB,Intel,2021-01-20,1
7539,2035,Asus Vivobook S333jq-eg551t White,Asus,vivobook,12999000.0,megacomid,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7540,2098,Asus Vivobook K413fq Eb501tips-core,Asus,vivobook,12939400.0,mur4hk0m,Surabaya,512 GB,Intel,2021-01-20,1
7541,2104,Asus Vivobook K413fa -i3-10110u,Asus,vivobook,10350000.0,d-m-i,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7542,2034,Asus Vivobook K413fa Intel,Asus,vivobook,9449000.0,berjayacomid,Jakarta Pusat,512 GB,Intel,2021-01-20,1
7543,2103,Asus Vivobook A409fa- Bv351t,Asus,vivobook,6850000.0,archive-afuicomputer,Jakarta Pusat,,,2021-01-20,1
7544,2027,Asus Vivobook Tp412fa 2in1,Asus,vivobook,7799000.0,narutoambas,Jakarta Selatan,,Intel,2021-01-20,1
7545,315,Asus Vivobook A412fa Ek54011t,Asus,vivobook,6426000.0,studiolaptop,Jakarta Pusat,1 TB,Intel,2021-01-21,5
7546,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-21,4
7547,1954,Asus Vivobook K413fq I5-10210u,Asus,vivobook,12583000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-21,48
7548,2186,Asus Vivobook Flip Tp412fa,Asus,vivobook,11599000.0,kingznotebook,Jakarta Pusat,512 GB,Intel,2021-01-21,2
7549,2005,Asus Vivobook S13 S333ea,Asus,vivobook,13449000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-21,1
7550,1956,Asus Vivobook 14 K413fq,Asus,vivobook,12583000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-21,125
7551,1965,Asus Vivobook A412fa -,Asus,vivobook,7199000.0,hosanacomp,Jakarta Pusat,256 GB,Intel,2021-01-21,54
7552,2071,Asus Vivobook A409ja -,Asus,vivobook,7956000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-21,23
7553,1954,Asus Vivobook K413fq I5-10210u,Asus,vivobook,12583000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-21,48
7554,1961,Asus Vivobook 14 K413fq,Asus,vivobook,13820000.0,collinsofficial,Jakarta Pusat,512 GB,Intel,2021-01-21,94
7555,1962,Asus Vivobook A412fa -,Asus,vivobook,6099000.0,fastkomputer-1,Tangerang,1 TB,Intel,2021-01-21,136
7556,2168,Asus Vivobook Flip Tp401ma,Asus,vivobook,7399000.0,collinsofficial,Jakarta Pusat,256 GB,,2021-01-21,73
7557,535,Asus Vivobook K413fq I7-10510u,Asus,vivobook,14320000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-21,19
7558,2072,Asus Vivobook A412fa -,Asus,vivobook,6499000.0,djteknologi,Jakarta Barat,1 TB,Intel,2021-01-21,235
7559,2110,Asus Vivobook A412fa-ek54052t Intel,Asus,vivobook,7075000.0,virtustekno,Jakarta Pusat,512 GB,Intel,2021-01-21,16
7560,315,Asus Vivobook A412fa Ek54011t,Asus,vivobook,6426000.0,studiolaptop,Jakarta Pusat,1 TB,Intel,2021-01-21,5
7561,2136,Asus Vivobook I7-1165g7 K413eq-eb751ts,Asus,vivobook,13593000.0,distrilapid,Jakarta Pusat,512 GB,Intel,2021-01-21,4
7562,1954,Asus Vivobook K413fq I5-10210u,Asus,vivobook,12583000.0,protechcom,Jakarta Pusat,512 GB,Intel,2021-01-21,48
